transaction_id,timestamp,user_id,receiver_id,amount,sender_bank,receiver_bank,device_id,device_type,city,state,transaction_type,merchant_category,transaction_status,is_fraud,fraud_scenario
T0022368,2026-02-10 11:09:43,U0218,R3469,246.47,Bank_A,Bank_E,D0218_1,Android,Jaipur,Rajasthan,P2P,Healthcare,SUCCESS,0,none
T0022394,2026-02-10 12:10:02,U0079,R0586,594.24,Bank_C,Bank_D,D0079_1,Android,Mumbai,Maharashtra,P2P,Travel,SUCCESS,0,none
T0022477,2026-02-10 15:10:16,U0347,R1437,806.21,Bank_B,Bank_D,D0347_1,Android,Chennai,Tamil Nadu,P2P,Healthcare,SUCCESS,0,none
T0022493,2026-02-10 15:53:00,U1228,R2892,128.48,Bank_C,Bank_A,D1228_1,iOS,Jaipur,Rajasthan,P2M,Healthcare,SUCCESS,0,none
T0022754,2026-02-11 03:19:23,U0327,R1344,247.25,Bank_A,Bank_A,NEW_60981,Android,Kolkata,West Bengal,P2M,Groceries,SUCCESS,0,none
T0022811,2026-02-11 06:18:56,U0777,R2677,997.15,Bank_E,Bank_C,D0777_1,Android,Bengaluru,Karnataka,P2P,Utilities,SUCCESS,0,none
T0022836,2026-02-11 07:27:17,U1645,R0491,310.5,Bank_E,Bank_D,D1645_1,Android,Delhi,Delhi,P2M,Food,SUCCESS,0,none
T0022916,2026-02-11 10:16:28,U1040,R2432,2940.28,Bank_C,Bank_E,NEW_12511,Android,Chennai,Tamil Nadu,P2P,Other,SUCCESS,0,none
T0022950,2026-02-11 12:02:54,U1636,R0749,725.01,Bank_B,Bank_B,D1636_1,Android,Pune,Maharashtra,P2P,Other,SUCCESS,0,none
T0022986,2026-02-11 13:47:09,U1864,R2776,3362.17,Bank_B,Bank_C,D1864_1,Android,Bengaluru,Karnataka,BillPay,Groceries,SUCCESS,0,none
T0023007,2026-02-11 14:35:58,U0756,R1554,362.43,Bank_A,Bank_B,D0756_2,Android,Mumbai,Maharashtra,P2M,Utilities,SUCCESS,0,none
T0023030,2026-02-11 15:39:08,U1647,R5197,251.33,Bank_C,Bank_C,D1647_1,iOS,Bengaluru,Karnataka,P2M,Shopping,SUCCESS,0,none
T0023299,2026-02-12 03:22:09,U0786,R2171,3656.08,Bank_D,Bank_C,D0786_1,Android,Hyderabad,Telangana,P2P,Utilities,SUCCESS,0,none
T0023354,2026-02-12 05:56:42,U0734,R3813,59.83,Bank_E,Bank_B,D0734_1,Android,Pune,Maharashtra,P2P,Healthcare,SUCCESS,0,none
T0023416,2026-02-12 08:15:43,U0412,R2299,741.89,Bank_A,Bank_B,D0412_1,Android,Jaipur,Rajasthan,P2P,Food,SUCCESS,0,none
T0023445,2026-02-12 09:44:01,U0425,R4476,317.6,Bank_D,Bank_A,D0425_1,Android,Delhi,Delhi,P2P,Food,SUCCESS,0,none
T0023450,2026-02-12 09:53:46,U0383,R0424,1853.83,Bank_E,Bank_C,D0383_2,Android,Bengaluru,Karnataka,P2M,Travel,SUCCESS,0,none
T0023464,2026-02-12 10:14:08,U1487,R1429,1141.87,Bank_D,Bank_E,D1487_1,Android,Bengaluru,Karnataka,P2M,Other,SUCCESS,0,none
T0023494,2026-02-12 12:10:13,U0702,R2072,1900.11,Bank_E,Bank_A,D0702_1,Android,Bengaluru,Karnataka,Recharge,Shopping,SUCCESS,0,none
T0023538,2026-02-12 13:49:15,U1949,R1401,532.66,Bank_D,Bank_C,D1949_1,Android,Mumbai,Maharashtra,BillPay,Shopping,SUCCESS,0,none
T0023594,2026-02-12 16:01:05,U1680,R2765,703.22,Bank_D,Bank_B,D1680_1,iOS,Jaipur,Rajasthan,P2P,Groceries,SUCCESS,0,none
T0023680,2026-02-12 20:06:55,U1034,R2376,1938.42,Bank_E,Bank_D,D1034_1,iOS,Kolkata,West Bengal,P2M,Food,SUCCESS,0,none
T0023686,2026-02-12 20:34:54,U1676,R3066,413.16,Bank_D,Bank_C,D1676_1,Android,Pune,Maharashtra,P2P,Travel,FAILED,0,none
T0023691,2026-02-12 20:47:37,U1322,R1568,984.77,Bank_E,Bank_D,D1322_1,Android,Hyderabad,Telangana,P2P,Other,SUCCESS,0,none
T0023731,2026-02-12 22:47:54,U1908,R2535,1190.63,Bank_A,Bank_C,D1908_2,Android,Kolkata,West Bengal,Recharge,Utilities,SUCCESS,0,none
T0023860,2026-02-13 04:17:57,U1369,R2795,411.27,Bank_B,Bank_B,D1369_2,Android,Jaipur,Rajasthan,BillPay,Travel,SUCCESS,0,none
T0023871,2026-02-13 04:37:47,U1296,R1460,63.54,Bank_E,Bank_C,D1296_1,iOS,Kolkata,West Bengal,P2P,Utilities,SUCCESS,0,none
T0023922,2026-02-13 06:41:22,U1305,R2647,440.14,Bank_A,Bank_A,D1305_2,Android,Kolkata,West Bengal,P2P,Utilities,SUCCESS,0,none
T0024115,2026-02-13 15:15:58,U0590,R4884,666.45,Bank_A,Bank_B,D0590_1,Android,Kolkata,West Bengal,P2M,Healthcare,SUCCESS,0,none
T0024122,2026-02-13 15:31:52,U1771,R3443,200.8,Bank_B,Bank_E,D1771_1,Android,Jaipur,Rajasthan,BillPay,Food,SUCCESS,0,none
T0024149,2026-02-13 16:48:54,U1822,R5776,2066.33,Bank_E,Bank_E,D1822_2,Android,Bengaluru,Karnataka,Recharge,Healthcare,SUCCESS,0,none
T0024156,2026-02-13 17:07:54,U0378,R1551,226.46,Bank_E,Bank_C,D0378_2,iOS,Pune,Maharashtra,P2M,Healthcare,SUCCESS,0,none
T0024280,2026-02-13 21:58:57,U0133,R1735,92.42,Bank_B,Bank_B,D0133_1,Android,Hyderabad,Telangana,BillPay,Groceries,SUCCESS,0,none
T0024382,2026-02-14 02:38:29,U1814,R4536,5626.17,Bank_D,Bank_E,D1814_1,Android,Mumbai,Maharashtra,P2M,Utilities,SUCCESS,0,none
T0024391,2026-02-14 03:02:49,U1100,R2991,91.39,Bank_A,Bank_D,D1100_1,Android,Bengaluru,Karnataka,P2M,Groceries,SUCCESS,0,none
T0024455,2026-02-14 05:12:01,U0100,R1217,754.92,Bank_A,Bank_B,D0100_1,iOS,Delhi,Delhi,P2M,Utilities,SUCCESS,0,none
T0024469,2026-02-14 06:04:18,U1205,R3006,531.1,Bank_E,Bank_B,D1205_2,Android,Delhi,Delhi,P2P,Healthcare,SUCCESS,0,none
T0024511,2026-02-14 07:50:04,U1822,R0376,699.78,Bank_B,Bank_D,D1822_1,Android,Bengaluru,Karnataka,P2P,Groceries,SUCCESS,0,none
T0024615,2026-02-14 12:12:17,U0641,R3807,467.44,Bank_A,Bank_D,D0641_2,Android,Delhi,Delhi,BillPay,Food,SUCCESS,0,none
T0024670,2026-02-14 14:30:13,U0136,R1308,362.75,Bank_B,Bank_A,D0136_1,Android,Kolkata,West Bengal,BillPay,Groceries,SUCCESS,0,none
T0024713,2026-02-14 16:44:58,U0828,R0512,194.2,Bank_D,Bank_C,D0828_1,iOS,Delhi,Delhi,P2P,Travel,SUCCESS,0,none
T0024811,2026-02-14 20:54:59,U0275,R1443,1701.27,Bank_E,Bank_B,D0275_1,Android,Delhi,Delhi,P2P,Travel,SUCCESS,0,none
T0024916,2026-02-15 02:23:38,U0418,R3396,263.27,Bank_D,Bank_E,D0418_2,iOS,Jaipur,Rajasthan,P2P,Healthcare,SUCCESS,0,none
T0025046,2026-02-15 07:19:28,U0677,R2184,611.22,Bank_E,Bank_B,D0677_1,Android,Bengaluru,Karnataka,P2M,Groceries,SUCCESS,0,none
T0025081,2026-02-15 08:46:00,U0702,R2072,2205.89,Bank_C,Bank_A,D0702_1,iOS,Bengaluru,Karnataka,P2P,Other,SUCCESS,0,none
T0025086,2026-02-15 08:53:45,U1739,R1128,103.32,Bank_E,Bank_D,D1739_1,Android,Mumbai,Maharashtra,P2P,Shopping,SUCCESS,0,none
T0025223,2026-02-15 14:05:27,U0563,R1368,197.25,Bank_E,Bank_D,D0563_2,Android,Jaipur,Rajasthan,BillPay,Groceries,SUCCESS,0,none
T0025330,2026-02-15 18:34:02,U1936,R0397,1111.58,Bank_A,Bank_E,D1936_2,Android,Pune,Maharashtra,P2P,Healthcare,SUCCESS,0,none
T0025350,2026-02-15 19:21:55,U0418,R1545,865.39,Bank_C,Bank_C,D0418_1,iOS,Jaipur,Rajasthan,P2P,Groceries,SUCCESS,0,none
T0025450,2026-02-15 22:44:32,U1648,R1959,4479.54,Bank_A,Bank_C,D1648_2,Android,Jaipur,Rajasthan,BillPay,Other,SUCCESS,0,none
T0025481,2026-02-16 00:01:45,U0003,R3512,96.09,Bank_C,Bank_A,D0003_1,Android,Kolkata,West Bengal,P2P,Other,SUCCESS,0,none
T0025534,2026-02-16 02:59:08,U0702,R5070,3306.2,Bank_B,Bank_B,D0702_1,Android,Bengaluru,Karnataka,Recharge,Utilities,SUCCESS,0,none
T0025675,2026-02-16 09:16:47,U1676,R2980,151.67,Bank_C,Bank_D,D1676_1,Android,Pune,Maharashtra,BillPay,Healthcare,SUCCESS,0,none
T0025769,2026-02-16 13:35:05,U0734,R3813,66.0,Bank_A,Bank_D,D0734_1,Android,Pune,Maharashtra,P2P,Shopping,SUCCESS,0,none
T0025925,2026-02-16 20:58:30,U1645,R3500,297.94,Bank_E,Bank_B,D1645_1,Android,Delhi,Delhi,P2P,Healthcare,SUCCESS,0,none
T0025971,2026-02-16 22:36:08,U0347,R1437,340.05,Bank_A,Bank_D,D0347_1,Android,Chennai,Tamil Nadu,P2P,Healthcare,SUCCESS,0,none
T0026084,2026-02-17 03:31:03,U0129,R2368,878.87,Bank_E,Bank_D,D0129_1,Android,Chennai,Tamil Nadu,Recharge,Utilities,SUCCESS,0,none
T0026090,2026-02-17 03:48:49,U0370,R3215,373.31,Bank_B,Bank_D,D0370_1,Android,Pune,Maharashtra,P2P,Food,SUCCESS,0,none
T0026159,2026-02-17 06:58:14,U0828,R3945,787.69,Bank_E,Bank_B,D0828_1,Android,Delhi,Delhi,P2M,Utilities,SUCCESS,0,none
T0026179,2026-02-17 07:49:38,U1799,R0796,854.14,Bank_D,Bank_D,D1799_1,Android,Delhi,Delhi,P2P,Shopping,SUCCESS,0,none
T0026236,2026-02-17 10:12:22,U1210,R3885,162.37,Bank_D,Bank_E,D1210_2,Android,Kolkata,West Bengal,P2P,Travel,SUCCESS,0,none
T0026242,2026-02-17 10:20:31,U1481,R0336,151.6,Bank_A,Bank_B,D1481_2,Android,Chennai,Tamil Nadu,P2M,Shopping,SUCCESS,0,none
T0026274,2026-02-17 12:00:23,U1535,R0569,785.33,Bank_D,Bank_D,D1535_1,Android,Pune,Maharashtra,P2P,Other,SUCCESS,0,none
T0026336,2026-02-17 14:45:04,U0599,R0635,878.98,Bank_E,Bank_B,D0599_1,Android,Chennai,Tamil Nadu,Recharge,Other,SUCCESS,0,none
T0026397,2026-02-17 17:08:50,U0828,R3280,54.25,Bank_A,Bank_A,D0828_1,Android,Delhi,Delhi,P2M,Shopping,SUCCESS,0,none
T0026403,2026-02-17 17:18:27,U1979,R3229,196.76,Bank_D,Bank_A,D1979_1,Android,Jaipur,Rajasthan,BillPay,Groceries,SUCCESS,0,none
T0026498,2026-02-17 20:58:06,U1765,R1719,165.62,Bank_B,Bank_A,D1765_1,Android,Pune,Maharashtra,P2P,Utilities,SUCCESS,0,none
T0026511,2026-02-17 21:34:18,U1795,R4771,572.78,Bank_B,Bank_C,D1795_1,Android,Chennai,Tamil Nadu,Recharge,Shopping,SUCCESS,0,none
T0026528,2026-02-17 22:02:09,U0808,R0140,2216.11,Bank_E,Bank_B,D0808_1,Android,Delhi,Delhi,P2P,Healthcare,SUCCESS,0,none
T0026542,2026-02-17 22:37:44,U1269,R3608,500.36,Bank_E,Bank_B,D1269_1,Android,Delhi,Delhi,P2M,Other,SUCCESS,0,none
T0026551,2026-02-17 22:51:55,U1833,R2294,1140.25,Bank_E,Bank_D,NEW_95568,Android,Jaipur,Rajasthan,P2P,Shopping,SUCCESS,1,mixed
T0026594,2026-02-18 00:49:46,U0397,R3098,4070.09,Bank_D,Bank_B,D0397_1,iOS,Delhi,Delhi,P2M,Travel,SUCCESS,0,none
T0026696,2026-02-18 05:26:19,U0249,R2759,338.39,Bank_C,Bank_C,D0249_1,iOS,Bengaluru,Karnataka,P2P,Healthcare,SUCCESS,0,none
T0026804,2026-02-18 10:58:12,U0914,R2715,1379.24,Bank_D,Bank_B,D0914_1,Android,Delhi,Delhi,P2M,Utilities,SUCCESS,0,none
T0026821,2026-02-18 11:42:57,U1304,R0429,395.35,Bank_D,Bank_D,D1304_1,Android,Delhi,Delhi,P2P,Travel,SUCCESS,0,none
T0027162,2026-02-19 02:32:26,U1338,R0274,909.26,Bank_A,Bank_E,D1338_1,iOS,Kolkata,West Bengal,P2M,Healthcare,SUCCESS,0,none
T0027239,2026-02-19 05:22:53,U0993,R0735,140.25,Bank_D,Bank_B,D0993_1,iOS,Pune,Maharashtra,Recharge,Travel,SUCCESS,0,none
T0027293,2026-02-19 07:20:46,U0802,R0233,319.71,Bank_E,Bank_A,D0802_1,iOS,Jaipur,Rajasthan,P2P,Healthcare,SUCCESS,0,none
T0027374,2026-02-19 10:41:57,U0378,R3139,1598.38,Bank_B,Bank_E,D0378_2,Android,Pune,Maharashtra,P2P,Other,SUCCESS,0,none
T0027439,2026-02-19 13:16:37,U1364,R0533,1881.45,Bank_B,Bank_A,D1364_1,iOS,Jaipur,Rajasthan,P2M,Shopping,SUCCESS,0,none
T0027442,2026-02-19 13:21:43,U0977,R3624,53.3,Bank_B,Bank_C,D0977_2,iOS,Jaipur,Rajasthan,BillPay,Shopping,SUCCESS,0,none
T0027475,2026-02-19 14:42:47,U1973,R0938,1211.72,Bank_A,Bank_B,D1973_1,iOS,Pune,Maharashtra,P2M,Groceries,SUCCESS,0,none
T0027579,2026-02-19 19:13:05,U0235,R1488,755.42,Bank_E,Bank_D,D0235_1,Android,Mumbai,Maharashtra,P2P,Shopping,SUCCESS,1,velocity
T0027659,2026-02-19 22:45:05,U1361,R2492,469.54,Bank_C,Bank_C,D1361_1,Android,Hyderabad,Telangana,P2P,Other,SUCCESS,0,none
T0027803,2026-02-20 03:55:57,U1037,R0510,1044.66,Bank_E,Bank_D,NEW_84436,Android,Delhi,Delhi,P2M,Healthcare,SUCCESS,0,none
T0027873,2026-02-20 06:39:17,U1822,R0522,1803.83,Bank_B,Bank_C,D1822_1,iOS,Bengaluru,Karnataka,P2M,Healthcare,SUCCESS,0,none
T0027879,2026-02-20 06:43:02,U0022,R2072,1585.65,Bank_C,Bank_A,D0022_1,Android,Jaipur,Rajasthan,P2P,Food,SUCCESS,0,none
T0027996,2026-02-20 11:18:24,U0001,R0745,442.98,Bank_C,Bank_E,D0001_1,Android,Kolkata,West Bengal,P2M,Groceries,SUCCESS,0,none
T0028076,2026-02-20 14:46:00,U1765,R3565,946.4,Bank_A,Bank_B,NEW_20999,Android,Jaipur,Rajasthan,P2P,Healthcare,SUCCESS,1,mixed
T0028087,2026-02-20 15:15:12,U0338,R1818,263.37,Bank_C,Bank_C,D0338_2,Android,Pune,Maharashtra,P2M,Food,SUCCESS,0,none
T0028103,2026-02-20 15:46:09,U1425,R4357,1091.72,Bank_C,Bank_D,D1425_2,Android,Jaipur,Rajasthan,P2P,Food,SUCCESS,1,new_receiver_amount
T0028170,2026-02-20 18:13:45,U0702,R2460,3694.86,Bank_A,Bank_D,D0702_1,Android,Bengaluru,Karnataka,Recharge,Shopping,SUCCESS,0,none
T0028367,2026-02-21 02:19:09,U1908,R3433,138.04,Bank_C,Bank_B,D1908_2,iOS,Kolkata,West Bengal,P2M,Shopping,SUCCESS,0,none
T0028376,2026-02-21 02:33:55,U1928,R5731,186.35,Bank_B,Bank_C,D1928_1,Android,Delhi,Delhi,P2M,Food,SUCCESS,0,none
T0028560,2026-02-21 10:27:45,U1409,R1482,1512.52,Bank_B,Bank_D,NEW_43334,Android,Bengaluru,Karnataka,P2M,Groceries,SUCCESS,0,none
T0028617,2026-02-21 12:32:45,U0275,R1443,2662.98,Bank_E,Bank_E,D0275_1,Android,Delhi,Delhi,Recharge,Healthcare,SUCCESS,0,none
T0028749,2026-02-21 19:38:11,U0984,R2043,392.41,Bank_A,Bank_A,D0984_1,iOS,Jaipur,Rajasthan,BillPay,Shopping,SUCCESS,0,none
T0028825,2026-02-21 23:08:48,U1636,R3447,1378.39,Bank_C,Bank_E,D1636_1,Android,Pune,Maharashtra,P2P,Healthcare,SUCCESS,0,none
T0028881,2026-02-22 01:10:32,U1628,R1465,500.99,Bank_C,Bank_C,D1628_1,iOS,Kolkata,West Bengal,P2P,Shopping,SUCCESS,0,none
T0029047,2026-02-22 09:13:43,U1094,R2638,2426.93,Bank_E,Bank_B,D1094_2,Android,Mumbai,Maharashtra,P2M,Food,SUCCESS,0,none
T0029090,2026-02-22 11:11:21,U0421,R2481,141.23,Bank_A,Bank_B,D0421_1,Android,Chennai,Tamil Nadu,P2P,Shopping,SUCCESS,0,none
T0029104,2026-02-22 11:50:58,U0576,R1640,696.52,Bank_E,Bank_B,D0576_1,Android,Jaipur,Rajasthan,P2P,Healthcare,SUCCESS,0,none
T0029113,2026-02-22 12:10:13,U1628,R1465,186.65,Bank_D,Bank_C,D1628_1,Android,Kolkata,West Bengal,P2M,Shopping,SUCCESS,0,none
T0029183,2026-02-22 15:43:07,U0615,R2307,139.32,Bank_A,Bank_A,D0615_1,Android,Jaipur,Rajasthan,P2P,Shopping,SUCCESS,0,none
T0029187,2026-02-22 15:53:03,U1287,R5190,247.49,Bank_D,Bank_C,D1287_1,Android,Mumbai,Maharashtra,P2M,Other,SUCCESS,0,none
T0029227,2026-02-22 17:38:48,U0341,R3977,845.08,Bank_D,Bank_E,D0341_1,iOS,Pune,Maharashtra,P2M,Utilities,SUCCESS,0,none
T0029283,2026-02-22 19:38:47,U0651,R2443,51.35,Bank_C,Bank_D,D0651_1,Android,Jaipur,Rajasthan,P2M,Utilities,SUCCESS,0,none
T0029340,2026-02-22 21:41:39,U0609,R3536,673.6,Bank_A,Bank_B,D0609_1,Android,Bengaluru,Karnataka,BillPay,Travel,SUCCESS,0,none
T0029393,2026-02-22 23:54:02,U1159,R5158,2058.82,Bank_B,Bank_C,D1159_1,Android,Mumbai,Maharashtra,P2P,Shopping,SUCCESS,0,none
T0029498,2026-02-23 04:27:51,U0702,R1397,1246.66,Bank_E,Bank_A,D0702_1,iOS,Bengaluru,Karnataka,P2P,Food,SUCCESS,0,none
T0029562,2026-02-23 07:05:10,U0158,R5848,573.77,Bank_D,Bank_E,D0158_1,Android,Bengaluru,Karnataka,P2P,Shopping,SUCCESS,0,none
T0029601,2026-02-23 08:33:12,U1487,R3650,2342.2,Bank_A,Bank_A,D1487_1,Android,Bengaluru,Karnataka,P2P,Shopping,SUCCESS,0,none
T0029626,2026-02-23 09:33:46,U1039,R4984,424.58,Bank_D,Bank_A,D1039_1,Android,Pune,Maharashtra,P2M,Shopping,SUCCESS,0,none
T0029643,2026-02-23 10:15:09,U1645,R3500,217.42,Bank_B,Bank_B,D1645_1,Android,Delhi,Delhi,Recharge,Food,SUCCESS,0,none
T0029645,2026-02-23 10:22:56,U0373,R2545,408.54,Bank_B,Bank_D,D0373_1,Android,Kolkata,West Bengal,BillPay,Groceries,SUCCESS,0,none
T0029661,2026-02-23 10:57:12,U1215,R2919,587.26,Bank_B,Bank_D,D1215_1,Android,Chennai,Tamil Nadu,P2P,Food,SUCCESS,0,none
T0029703,2026-02-23 13:31:47,U1283,R0555,269.39,Bank_B,Bank_C,D1283_1,Android,Bengaluru,Karnataka,P2M,Healthcare,SUCCESS,0,none
T0029719,2026-02-23 14:11:49,U1159,R3317,784.44,Bank_D,Bank_C,D1159_2,iOS,Mumbai,Maharashtra,P2P,Utilities,SUCCESS,0,none
T0029753,2026-02-23 15:23:03,U0996,R1992,264.71,Bank_B,Bank_A,D0996_2,iOS,Pune,Maharashtra,P2P,Utilities,SUCCESS,0,none
T0029828,2026-02-23 19:19:05,U0952,R2339,83.12,Bank_B,Bank_C,D0952_1,Android,Chennai,Tamil Nadu,P2M,Shopping,SUCCESS,0,none
T0029918,2026-02-23 22:24:09,U0624,R2655,461.56,Bank_E,Bank_D,D0624_1,Android,Kolkata,West Bengal,P2P,Groceries,SUCCESS,0,none
T0029931,2026-02-23 23:00:41,U0354,R0593,493.1,Bank_B,Bank_E,D0354_2,Android,Kolkata,West Bengal,P2M,Food,SUCCESS,0,none
T0030002,2026-02-24 03:00:18,U1647,R5116,325.14,Bank_B,Bank_D,D1647_1,Android,Bengaluru,Karnataka,P2P,Groceries,SUCCESS,0,none
T0030033,2026-02-24 04:17:31,U1120,R3218,721.99,Bank_D,Bank_E,NEW_1884,Android,Jaipur,Rajasthan,P2P,Travel,SUCCESS,0,none
T0030093,2026-02-24 06:53:25,U0823,R0403,9546.17,Bank_B,Bank_A,D0823_1,Android,Pune,Maharashtra,P2P,Other,SUCCESS,0,none
T0030096,2026-02-24 06:58:20,U1016,R3375,505.04,Bank_A,Bank_A,D1016_1,Android,Chennai,Tamil Nadu,P2P,Food,SUCCESS,0,none
T0030173,2026-02-24 10:47:22,U1091,R1889,747.2,Bank_E,Bank_D,D1091_2,Android,Chennai,Tamil Nadu,P2M,Utilities,SUCCESS,0,none
T0030189,2026-02-24 11:30:55,U1185,R3986,3548.01,Bank_E,Bank_D,D1185_2,Android,Hyderabad,Telangana,BillPay,Groceries,SUCCESS,0,none
T0030243,2026-02-24 14:04:48,U0318,R1479,103.68,Bank_D,Bank_C,D0318_1,iOS,Mumbai,Maharashtra,P2P,Utilities,SUCCESS,0,none
T0030264,2026-02-24 14:57:39,U0858,R3539,1257.77,Bank_A,Bank_A,D0858_1,iOS,Delhi,Delhi,P2P,Utilities,SUCCESS,0,none
T0030441,2026-02-24 22:09:31,U1636,R3656,552.11,Bank_B,Bank_B,D1636_1,Android,Pune,Maharashtra,P2M,Food,SUCCESS,0,none
T0030478,2026-02-24 23:55:02,U1929,R0416,586.87,Bank_C,Bank_E,D1929_2,Android,Chennai,Tamil Nadu,P2P,Shopping,SUCCESS,0,none
T0030511,2026-02-25 01:39:55,U1508,R2131,2123.41,Bank_C,Bank_B,D1508_1,Android,Delhi,Delhi,Recharge,Other,SUCCESS,0,none
T0030526,2026-02-25 02:11:29,U1674,R4684,331.25,Bank_D,Bank_B,D1674_1,Android,Pune,Maharashtra,P2M,Travel,SUCCESS,0,none
T0030580,2026-02-25 04:40:12,U0734,R3813,45.82,Bank_A,Bank_A,D0734_1,iOS,Pune,Maharashtra,P2M,Shopping,SUCCESS,0,none
T0030639,2026-02-25 07:01:42,U1822,R0376,792.94,Bank_C,Bank_D,D1822_1,iOS,Bengaluru,Karnataka,P2P,Shopping,SUCCESS,0,none
T0030709,2026-02-25 10:11:28,U1757,R2420,298.38,Bank_E,Bank_B,D1757_1,Android,Mumbai,Maharashtra,P2M,Groceries,SUCCESS,0,none
T0030746,2026-02-25 11:47:24,U1159,R3975,1068.13,Bank_A,Bank_D,D1159_1,iOS,Mumbai,Maharashtra,P2M,Utilities,SUCCESS,0,none
T0030804,2026-02-25 13:53:37,U0289,R3535,552.6,Bank_D,Bank_D,D0289_2,Android,Chennai,Tamil Nadu,P2P,Travel,SUCCESS,0,none
T0030861,2026-02-25 15:51:55,U1440,R0125,400.84,Bank_C,Bank_E,D1440_1,Android,Jaipur,Rajasthan,P2M,Healthcare,SUCCESS,1,velocity
T0030878,2026-02-25 16:33:58,U1543,R0786,712.95,Bank_E,Bank_B,D1543_2,Android,Pune,Maharashtra,P2P,Travel,SUCCESS,0,none
T0031075,2026-02-26 02:00:32,U1709,R0654,46.61,Bank_E,Bank_E,D1709_2,iOS,Chennai,Tamil Nadu,P2M,Shopping,SUCCESS,0,none
T0031139,2026-02-26 04:28:34,U1952,R0485,1129.93,Bank_C,Bank_E,D1952_2,Android,Chennai,Tamil Nadu,BillPay,Food,SUCCESS,0,none
T0031144,2026-02-26 04:33:56,U0828,R3136,100.65,Bank_D,Bank_C,D0828_1,Android,Delhi,Delhi,P2P,Other,SUCCESS,0,none
T0031190,2026-02-26 06:22:13,U0996,R0908,178.24,Bank_B,Bank_C,D0996_1,Android,Pune,Maharashtra,P2P,Healthcare,SUCCESS,0,none
T0031459,2026-02-26 16:57:25,U1822,R0299,1628.0,Bank_D,Bank_C,D1822_1,Android,Bengaluru,Karnataka,P2P,Travel,SUCCESS,0,none
T0031470,2026-02-26 17:12:32,U0078,R3496,965.58,Bank_E,Bank_B,D0078_1,Android,Hyderabad,Telangana,P2P,Healthcare,SUCCESS,0,none
T0031497,2026-02-26 18:18:06,U0394,R3384,339.58,Bank_E,Bank_A,D0394_1,Android,Hyderabad,Telangana,P2M,Shopping,SUCCESS,0,none
T0031521,2026-02-26 19:28:27,U0104,R1558,210.07,Bank_E,Bank_A,D0104_2,Android,Delhi,Delhi,BillPay,Travel,SUCCESS,0,none
T0031726,2026-02-27 03:22:35,U1418,R1094,279.15,Bank_B,Bank_B,D1418_2,Android,Jaipur,Rajasthan,P2P,Groceries,SUCCESS,0,none
T0031728,2026-02-27 03:27:38,U1916,R3939,780.69,Bank_E,Bank_A,D1916_1,Android,Hyderabad,Telangana,P2P,Healthcare,SUCCESS,0,none
T0031756,2026-02-27 04:37:53,U0907,R2950,1339.08,Bank_B,Bank_D,D0907_1,Android,Bengaluru,Karnataka,P2P,Shopping,SUCCESS,0,none
T0031920,2026-02-27 11:26:55,U1123,R5899,4699.1,Bank_C,Bank_E,D1123_2,Android,Bengaluru,Karnataka,P2M,Healthcare,SUCCESS,0,none
T0031990,2026-02-27 14:07:23,U0235,R3515,1022.95,Bank_D,Bank_E,D0235_1,Android,Mumbai,Maharashtra,P2P,Other,SUCCESS,0,none
T0032059,2026-02-27 16:52:07,U0776,R1643,785.8,Bank_A,Bank_C,D0776_2,Android,Mumbai,Maharashtra,P2M,Shopping,SUCCESS,0,none
T0032204,2026-02-27 23:02:39,U1741,R0937,221.36,Bank_B,Bank_D,D1741_1,Android,Chennai,Tamil Nadu,P2P,Utilities,SUCCESS,0,none
T0032208,2026-02-27 23:09:47,U1123,R1675,385.73,Bank_C,Bank_A,D1123_2,iOS,Bengaluru,Karnataka,Recharge,Utilities,SUCCESS,0,none
T0032226,2026-02-28 00:00:50,U0387,R1423,606.04,Bank_E,Bank_B,D0387_1,Android,Bengaluru,Karnataka,P2P,Other,SUCCESS,0,none
T0032250,2026-02-28 01:00:54,U0828,R3280,303.58,Bank_E,Bank_C,D0828_2,Android,Bengaluru,Karnataka,P2M,Shopping,SUCCESS,0,none
T0032375,2026-02-28 05:23:39,U1288,R3562,3116.86,Bank_C,Bank_A,D1288_2,Android,Delhi,Delhi,P2P,Travel,SUCCESS,0,none
T0032390,2026-02-28 05:55:10,U1378,R3235,665.71,Bank_A,Bank_C,D1378_1,Android,Mumbai,Maharashtra,Recharge,Utilities,SUCCESS,0,none
T0032405,2026-02-28 06:24:10,U0418,R2568,99.44,Bank_E,Bank_B,D0418_1,Android,Jaipur,Rajasthan,P2M,Healthcare,SUCCESS,0,none
T0032493,2026-02-28 10:08:09,U1474,R0351,240.93,Bank_C,Bank_C,D1474_2,iOS,Delhi,Delhi,BillPay,Travel,SUCCESS,0,none
T0032685,2026-02-28 18:43:45,U1801,R5863,1448.11,Bank_A,Bank_E,D1801_1,Android,Kolkata,West Bengal,BillPay,Healthcare,SUCCESS,0,none
T0032753,2026-02-28 21:59:29,U1305,R2471,603.53,Bank_A,Bank_E,D1305_1,Android,Kolkata,West Bengal,P2P,Utilities,SUCCESS,0,none
T0032756,2026-02-28 22:14:06,U1507,R3279,125.9,Bank_A,Bank_A,D1507_2,Android,Bengaluru,Karnataka,P2M,Food,FAILED,0,none
